,CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,FlightStatus
597,16.0,MQ,1618,LGA,214,01/09/2004,4970,DCA,0,FRI,9,N732MQ,1
598,17.0,MQ,1658,LGA,214,01/09/2004,4972,DCA,0,FRI,9,N707MQ,0
599,19.0,MQ,1916,LGA,214,01/09/2004,4976,DCA,0,FRI,9,N726MQ,1
600,8.0,UA,904,LGA,229,01/09/2004,846,IAD,0,FRI,9,N520UA,1
601,6.0,US,629,LGA,214,01/09/2004,1479,DCA,0,FRI,9,N733UW,0
602,7.0,US,657,LGA,214,01/09/2004,2160,DCA,0,FRI,9,N724UW,0
603,8.0,US,756,LGA,214,01/09/2004,2162,DCA,0,FRI,9,N738UW,0
604,10.0,US,958,LGA,214,01/09/2004,2166,DCA,0,FRI,9,N722UW,0
605,11.0,US,1057,LGA,214,01/09/2004,2168,DCA,0,FRI,9,N724UW,0
606,12.0,US,1155,LGA,214,01/09/2004,2170,DCA,0,FRI,9,N738UW,0
607,13.0,US,1259,LGA,214,01/09/2004,2172,DCA,0,FRI,9,N750UW,0
608,14.0,US,1357,LGA,214,01/09/2004,2174,DCA,0,FRI,9,N722UW,0
609,15.0,US,1458,LGA,214,01/09/2004,2176,DCA,0,FRI,9,N724UW,0
610,16.0,US,1555,LGA,214,01/09/2004,2178,DCA,0,FRI,9,N738UW,0
611,17.0,US,1657,LGA,214,01/09/2004,2180,DCA,0,FRI,9,N750UW,0
612,18.0,US,1757,LGA,214,01/09/2004,2182,DCA,0,FRI,9,N722UW,0
613,19.0,US,1902,LGA,214,01/09/2004,2184,DCA,0,FRI,9,N724UW,0
614,20.0,US,1956,LGA,214,01/09/2004,2186,DCA,0,FRI,9,N738UW,0
615,21.0,US,2052,LGA,214,01/09/2004,2188,DCA,0,FRI,9,N750UW,0
616,17.0,RU,1720,EWR,169,01/09/2004,3372,BWI,0,FRI,9,N16963,0
617,15.0,RU,1450,EWR,169,01/09/2004,2403,BWI,0,FRI,9,N15926,0
618,10.0,RU,1108,EWR,169,01/09/2004,2303,BWI,0,FRI,9,N13989,1
619,7.0,RU,700,EWR,169,01/09/2004,2703,BWI,0,FRI,9,N12552,0
620,17.0,CO,1727,EWR,199,01/09/2004,814,DCA,0,FRI,9,N70353,0
621,19.0,CO,1858,EWR,199,01/09/2004,816,DCA,0,FRI,9,N46625,0
622,13.0,CO,1258,EWR,199,01/09/2004,808,DCA,0,FRI,9,N14664,0
623,7.0,CO,732,EWR,199,01/09/2004,806,DCA,0,FRI,9,N19621,0
624,8.0,DH,840,EWR,213,01/09/2004,7299,IAD,0,FRI,9,N698BR,0
625,17.0,DH,1707,EWR,213,01/09/2004,7302,IAD,0,FRI,9,N652BR,0
626,12.0,DH,1242,EWR,213,01/09/2004,7303,IAD,0,FRI,9,N661BR,0
627,21.0,DH,2121,EWR,213,01/09/2004,7304,IAD,0,FRI,9,N646BR,0
628,6.0,DH,629,EWR,213,01/09/2004,7305,IAD,0,FRI,9,N301UE,0
629,14.0,DH,1423,EWR,213,01/09/2004,7307,IAD,0,FRI,9,N312UE,0
630,16.0,RU,1627,EWR,199,01/09/2004,2181,DCA,0,FRI,9,N18556,0
631,15.0,RU,1526,EWR,199,01/09/2004,2261,DCA,0,FRI,9,N13955,0
632,14.0,RU,1357,EWR,199,01/09/2004,2216,DCA,0,FRI,9,N13989,0
633,7.0,RU,700,EWR,213,01/09/2004,2855,IAD,0,FRI,9,N13550,1
634,13.0,RU,1256,EWR,213,01/09/2004,2692,IAD,0,FRI,9,N14505,0
635,19.0,RU,1855,EWR,213,01/09/2004,2385,IAD,0,FRI,9,N27152,0
636,15.0,RU,1457,EWR,213,01/09/2004,2156,IAD,0,FRI,9,N16151,0
637,9.0,RU,850,EWR,199,01/09/2004,2582,DCA,0,FRI,9,N11565,0
638,21.0,RU,2058,EWR,199,01/09/2004,2879,DCA,0,FRI,9,N14907,0
639,17.0,RU,1655,EWR,213,01/09/2004,2497,IAD,0,FRI,9,N12900,0
640,6.0,RU,645,EWR,199,01/09/2004,2761,DCA,0,FRI,9,N15985,0
641,15.0,OH,1455,JFK,184,01/10/2004,5935,BWI,0,SAT,10,N805CA,0
642,16.0,DH,1638,JFK,213,01/10/2004,6155,DCA,0,SAT,10,N424FJ,1
643,12.0,DH,1243,LGA,229,01/10/2004,7208,IAD,0,SAT,10,N627BR,0
644,17.0,DH,1710,LGA,229,01/10/2004,7215,IAD,0,SAT,10,N688BR,0
645,21.0,DH,2130,LGA,229,01/10/2004,7684,IAD,0,SAT,10,N692BR,0
646,8.0,DH,918,JFK,228,01/10/2004,7800,IAD,0,SAT,10,N682BR,1
647,12.0,DH,1303,JFK,228,01/10/2004,7806,IAD,0,SAT,10,N313UE,1
648,16.0,DH,1642,JFK,228,01/10/2004,7810,IAD,0,SAT,10,N315UE,0
649,17.0,DH,1708,JFK,228,01/10/2004,7812,IAD,0,SAT,10,N321UE,0
650,21.0,DH,2126,JFK,228,01/10/2004,7814,IAD,0,SAT,10,N642BR,0
651,18.0,DH,1800,JFK,228,01/10/2004,7818,IAD,0,SAT,10,N307UE,0
652,15.0,DL,1505,JFK,213,01/10/2004,746,DCA,0,SAT,10,N906DE,1
653,7.0,DL,729,LGA,214,01/10/2004,1742,DCA,0,SAT,10,N225DL,0
654,8.0,DL,832,LGA,214,01/10/2004,1744,DCA,0,SAT,10,N241DL,0
655,10.0,DL,1028,LGA,214,01/10/2004,1748,DCA,0,SAT,10,N221DL,0
656,12.0,DL,1230,LGA,214,01/10/2004,1752,DCA,0,SAT,10,N241DL,0
657,14.0,DL,1429,LGA,214,01/10/2004,1756,DCA,0,SAT,10,N221DL,0
658,16.0,DL,1624,LGA,214,01/10/2004,1760,DCA,0,SAT,10,N241DL,0
659,18.0,DL,1828,LGA,214,01/10/2004,1764,DCA,0,SAT,10,N221DL,0
660,20.0,DL,2031,LGA,214,01/10/2004,1768,DCA,0,SAT,10,N241DL,0
661,15.0,MQ,1529,JFK,213,01/10/2004,4752,DCA,0,SAT,10,N841MQ,0
662,6.0,MQ,557,JFK,213,01/10/2004,4760,DCA,0,SAT,10,N718MQ,1
663,18.0,MQ,1826,JFK,213,01/10/2004,4784,DCA,0,SAT,10,N709MQ,0
664,9.0,MQ,855,LGA,214,01/10/2004,4956,DCA,0,SAT,10,N717MQ,0
665,13.0,MQ,1309,LGA,214,01/10/2004,4964,DCA,0,SAT,10,N715MQ,0
666,8.0,UA,850,LGA,229,01/10/2004,846,IAD,0,SAT,10,N565UA,0
667,7.0,US,655,LGA,214,01/10/2004,2160,DCA,0,SAT,10,N722UW,0
668,9.0,US,857,LGA,214,01/10/2004,2164,DCA,0,SAT,10,N750UW,0
669,11.0,US,1056,LGA,214,01/10/2004,2168,DCA,0,SAT,10,N722UW,0
670,13.0,US,1256,LGA,214,01/10/2004,2172,DCA,0,SAT,10,N750UW,0
671,15.0,US,1458,LGA,214,01/10/2004,2176,DCA,0,SAT,10,N722UW,0
672,17.0,US,1656,LGA,214,01/10/2004,2180,DCA,0,SAT,10,N750UW,0
673,19.0,US,1854,LGA,214,01/10/2004,2184,DCA,0,SAT,10,N722UW,0
674,17.0,RU,1723,EWR,169,01/10/2004,3372,BWI,0,SAT,10,N13553,0
675,15.0,RU,1450,EWR,169,01/10/2004,2229,BWI,0,SAT,10,N14943,0
676,7.0,RU,657,EWR,169,01/10/2004,2703,BWI,0,SAT,10,N10575,0
677,10.0,RU,1030,EWR,169,01/10/2004,2303,BWI,0,SAT,10,N13936,0
678,13.0,CO,1254,EWR,199,01/10/2004,808,DCA,0,SAT,10,N14660,0
679,8.0,DH,906,EWR,213,01/10/2004,7299,IAD,0,SAT,10,N705BR,0
680,17.0,DH,1703,EWR,213,01/10/2004,7302,IAD,0,SAT,10,N658BR,0
681,12.0,DH,1255,EWR,213,01/10/2004,7303,IAD,0,SAT,10,N658BR,0
682,21.0,DH,2114,EWR,213,01/10/2004,7304,IAD,0,SAT,10,N625BR,0
683,17.0,RU,1655,EWR,213,01/10/2004,2497,IAD,0,SAT,10,N16149,0
684,7.0,RU,658,EWR,213,01/10/2004,2855,IAD,0,SAT,10,N26545,0
685,16.0,RU,1555,EWR,199,01/10/2004,2361,DCA,0,SAT,10,N17560,0
686,15.0,RU,1456,EWR,213,01/10/2004,2156,IAD,0,SAT,10,N11113,0
687,6.0,RU,645,EWR,199,01/10/2004,2761,DCA,0,SAT,10,N14943,0
688,17.0,RU,1719,EWR,199,01/10/2004,2097,DCA,0,SAT,10,N13903,0
689,14.0,RU,1355,EWR,199,01/10/2004,2216,DCA,0,SAT,10,N13553,0
690,9.0,RU,925,EWR,199,01/10/2004,2582,DCA,0,SAT,10,N27152,0
691,15.0,OH,1455,JFK,184,01/11/2004,5935,BWI,0,SUN,11,N966CA,0
692,16.0,DH,1634,JFK,213,01/11/2004,6155,DCA,0,SUN,11,N415FJ,0
693,12.0,DH,1304,LGA,229,01/11/2004,7208,IAD,0,SUN,11,N684BR,0
694,15.0,DH,1500,LGA,229,01/11/2004,7211,IAD,0,SUN,11,N309UE,0
695,17.0,DH,1712,LGA,229,01/11/2004,7215,IAD,0,SUN,11,N706BR,0
696,21.0,DH,2115,LGA,229,01/11/2004,7684,IAD,0,SUN,11,N677BR,0
697,8.0,DH,840,JFK,228,01/11/2004,7800,IAD,0,SUN,11,N692BR,0
698,12.0,DH,1238,JFK,228,01/11/2004,7806,IAD,0,SUN,11,N321UE,0
699,15.0,DH,1533,JFK,228,01/11/2004,7808,IAD,0,SUN,11,N316UE,1
700,16.0,DH,1637,JFK,228,01/11/2004,7810,IAD,0,SUN,11,N332UE,0
701,17.0,DH,1714,JFK,228,01/11/2004,7812,IAD,0,SUN,11,N329UE,0
702,21.0,DH,2155,JFK,228,01/11/2004,7814,IAD,0,SUN,11,N674BR,1
703,16.0,DH,1627,JFK,228,01/11/2004,7816,IAD,0,SUN,11,N330UE,0
704,15.0,DL,1456,JFK,213,01/11/2004,746,DCA,0,SUN,11,N970DL,1
705,8.0,DL,829,LGA,214,01/11/2004,1744,DCA,0,SUN,11,N221DL,0
706,10.0,DL,1028,LGA,214,01/11/2004,1748,DCA,0,SUN,11,N242DL,0
707,11.0,DL,1130,LGA,214,01/11/2004,1750,DCA,0,SUN,11,N241DL,0
708,12.0,DL,1231,LGA,214,01/11/2004,1752,DCA,0,SUN,11,N221DL,0
709,13.0,DL,1327,LGA,214,01/11/2004,1754,DCA,0,SUN,11,N222DZ,0
710,14.0,DL,1430,LGA,214,01/11/2004,1756,DCA,0,SUN,11,N242DL,0
711,15.0,DL,1529,LGA,214,01/11/2004,1758,DCA,0,SUN,11,N241DL,0
712,16.0,DL,1628,LGA,214,01/11/2004,1760,DCA,0,SUN,11,N221DL,0
713,17.0,DL,1732,LGA,214,01/11/2004,1762,DCA,0,SUN,11,N222DZ,0
714,18.0,DL,1842,LGA,214,01/11/2004,1764,DCA,0,SUN,11,N242DL,0
715,19.0,DL,1928,LGA,214,01/11/2004,1766,DCA,0,SUN,11,N241DL,0
716,20.0,DL,2032,LGA,214,01/11/2004,1768,DCA,0,SUN,11,N221DL,0
717,15.0,MQ,1525,JFK,213,01/11/2004,4752,DCA,0,SUN,11,N801MQ,0
718,6.0,MQ,552,JFK,213,01/11/2004,4760,DCA,0,SUN,11,N710MQ,0
719,9.0,MQ,915,JFK,213,01/11/2004,4771,DCA,0,SUN,11,N704MQ,0
720,18.0,MQ,2015,JFK,213,01/11/2004,4784,DCA,0,SUN,11,N704MQ,1
721,13.0,MQ,1255,LGA,214,01/11/2004,4964,DCA,0,SUN,11,N709MQ,1
722,15.0,MQ,1456,LGA,214,01/11/2004,4968,DCA,0,SUN,11,N704MQ,0
723,17.0,MQ,1652,LGA,214,01/11/2004,4972,DCA,0,SUN,11,N737MQ,0
724,19.0,MQ,1900,LGA,214,01/11/2004,4976,DCA,0,SUN,11,N734MQ,0
725,8.0,UA,848,LGA,229,01/11/2004,846,IAD,0,SUN,11,N588UA,0
726,9.0,US,858,LGA,214,01/11/2004,2164,DCA,0,SUN,11,N763UW,0
727,10.0,US,957,LGA,214,01/11/2004,2166,DCA,0,SUN,11,N721UW,0
728,11.0,US,1057,LGA,214,01/11/2004,2168,DCA,0,SUN,11,N722UW,0
729,12.0,US,1202,LGA,214,01/11/2004,2170,DCA,0,SUN,11,N748UW,0
730,13.0,US,1258,LGA,214,01/11/2004,2172,DCA,0,SUN,11,N763UW,0
731,14.0,US,1350,LGA,214,01/11/2004,2174,DCA,0,SUN,11,N721UW,0
732,15.0,US,1452,LGA,214,01/11/2004,2176,DCA,0,SUN,11,N722UW,0
733,16.0,US,1556,LGA,214,01/11/2004,2178,DCA,0,SUN,11,N748UW,0
734,17.0,US,1657,LGA,214,01/11/2004,2180,DCA,0,SUN,11,N763UW,0
735,18.0,US,1753,LGA,214,01/11/2004,2182,DCA,0,SUN,11,N721UW,0
736,19.0,US,1856,LGA,214,01/11/2004,2184,DCA,0,SUN,11,N722UW,0
737,20.0,US,2002,LGA,214,01/11/2004,2186,DCA,0,SUN,11,N748UW,0
738,21.0,US,2054,LGA,214,01/11/2004,2188,DCA,0,SUN,11,N763UW,0
739,17.0,RU,1736,EWR,169,01/11/2004,3372,BWI,0,SUN,11,N12540,0
740,10.0,RU,1029,EWR,169,01/11/2004,2303,BWI,0,SUN,11,N13990,0
741,13.0,RU,1310,EWR,169,01/11/2004,2703,BWI,0,SUN,11,N12946,0
742,15.0,RU,1450,EWR,169,01/11/2004,2403,BWI,0,SUN,11,N10575,0
743,19.0,CO,1851,EWR,199,01/11/2004,816,DCA,0,SUN,11,N33608,0
744,13.0,CO,1255,EWR,199,01/11/2004,1767,DCA,0,SUN,11,N11656,0
745,16.0,CO,1623,EWR,199,01/11/2004,810,DCA,0,SUN,11,N19623,0
746,8.0,DH,835,EWR,213,01/11/2004,7299,IAD,0,SUN,11,N654BR,0
747,17.0,DH,1700,EWR,213,01/11/2004,7302,IAD,0,SUN,11,N691BR,0
748,12.0,DH,1241,EWR,213,01/11/2004,7303,IAD,0,SUN,11,N691BR,0
749,21.0,DH,2113,EWR,213,01/11/2004,7304,IAD,0,SUN,11,N652BR,0
750,14.0,DH,1531,EWR,213,01/11/2004,7307,IAD,0,SUN,11,N307UE,1
751,21.0,RU,2130,EWR,199,01/11/2004,2879,DCA,0,SUN,11,N13123,0
752,8.0,RU,844,EWR,213,01/11/2004,2254,IAD,0,SUN,11,N13975,0
753,17.0,RU,1656,EWR,213,01/11/2004,2497,IAD,0,SUN,11,N13969,0
754,17.0,RU,1723,EWR,199,01/11/2004,2097,DCA,0,SUN,11,N16976,0
755,14.0,RU,1356,EWR,199,01/11/2004,2216,DCA,0,SUN,11,N14993,0
756,9.0,RU,926,EWR,199,01/11/2004,2582,DCA,0,SUN,11,N13968,0
757,15.0,RU,1501,EWR,213,01/11/2004,2156,IAD,0,SUN,11,N17115,0
758,19.0,RU,1856,EWR,213,01/11/2004,2385,IAD,0,SUN,11,N17115,0
759,15.0,OH,1450,JFK,184,01/12/2004,5935,BWI,0,MON,12,N812CA,0
760,16.0,DH,1640,JFK,213,01/12/2004,6155,DCA,0,MON,12,N418FJ,0
761,12.0,DH,1244,LGA,229,01/12/2004,7208,IAD,0,MON,12,N320UE,0
762,15.0,DH,1442,LGA,229,01/12/2004,7211,IAD,0,MON,12,N676BR,0
763,17.0,DH,1709,LGA,229,01/12/2004,7215,IAD,0,MON,12,N645BR,0
764,21.0,DH,2112,LGA,229,01/12/2004,7684,IAD,0,MON,12,N702BR,0
765,6.0,DH,641,LGA,229,01/12/2004,7790,IAD,0,MON,12,N676BR,1
766,10.0,DH,1037,LGA,229,01/12/2004,7792,IAD,0,MON,12,N676BR,0
767,8.0,DH,833,JFK,228,01/12/2004,7800,IAD,0,MON,12,N677BR,0
768,12.0,DH,1240,JFK,228,01/12/2004,7806,IAD,0,MON,12,N309UE,0
769,15.0,DH,1535,JFK,228,01/12/2004,7808,IAD,0,MON,12,N321UE,1
770,16.0,DH,1638,JFK,228,01/12/2004,7810,IAD,0,MON,12,N315UE,0
771,17.0,DH,1710,JFK,228,01/12/2004,7812,IAD,0,MON,12,N327UE,0
772,21.0,DH,2112,JFK,228,01/12/2004,7814,IAD,0,MON,12,N659BR,0
773,15.0,DL,1451,JFK,213,01/12/2004,746,DCA,0,MON,12,N974DL,0
774,6.0,DL,630,LGA,214,01/12/2004,1740,DCA,0,MON,12,N242DL,0
775,7.0,DL,733,LGA,214,01/12/2004,1742,DCA,0,MON,12,N222DZ,0
776,8.0,DL,830,LGA,214,01/12/2004,1744,DCA,0,MON,12,N241DL,0
777,9.0,DL,1004,LGA,214,01/12/2004,1746,DCA,0,MON,12,N221DL,1
778,10.0,DL,1028,LGA,214,01/12/2004,1748,DCA,0,MON,12,N223DZ,0
779,11.0,DL,1131,LGA,214,01/12/2004,1750,DCA,0,MON,12,N222DZ,0
780,12.0,DL,1230,LGA,214,01/12/2004,1752,DCA,0,MON,12,N241DL,0
781,13.0,DL,1328,LGA,214,01/12/2004,1754,DCA,0,MON,12,N221DL,0
782,14.0,DL,1432,LGA,214,01/12/2004,1756,DCA,0,MON,12,N223DZ,0
783,15.0,DL,1529,LGA,214,01/12/2004,1758,DCA,0,MON,12,N222DZ,0
784,16.0,DL,1630,LGA,214,01/12/2004,1760,DCA,0,MON,12,N241DL,0
785,17.0,DL,1728,LGA,214,01/12/2004,1762,DCA,0,MON,12,N221DL,0
786,18.0,DL,1830,LGA,214,01/12/2004,1764,DCA,0,MON,12,N223DZ,0
787,19.0,DL,1929,LGA,214,01/12/2004,1766,DCA,0,MON,12,N222DZ,0
788,20.0,DL,2029,LGA,214,01/12/2004,1768,DCA,0,MON,12,N224DA,0
789,15.0,MQ,1527,JFK,213,01/12/2004,4752,DCA,0,MON,12,N705MQ,0
790,6.0,MQ,553,JFK,213,01/12/2004,4760,DCA,0,MON,12,N717MQ,0
791,18.0,MQ,1820,JFK,213,01/12/2004,4784,DCA,0,MON,12,N704MQ,0
792,7.0,MQ,654,LGA,214,01/12/2004,4952,DCA,0,MON,12,N801MQ,1
793,8.0,MQ,756,LGA,214,01/12/2004,4954,DCA,0,MON,12,N713MQ,0
794,9.0,MQ,855,LGA,214,01/12/2004,4956,DCA,0,MON,12,N705MQ,0
795,11.0,MQ,1053,LGA,214,01/12/2004,4960,DCA,0,MON,12,N725MQ,0
796,13.0,MQ,1258,LGA,214,01/12/2004,4964,DCA,0,MON,12,N711MQ,0
797,15.0,MQ,1450,LGA,214,01/12/2004,4968,DCA,0,MON,12,N704MQ,0
798,16.0,MQ,1552,LGA,214,01/12/2004,4970,DCA,0,MON,12,N725MQ,0
799,17.0,MQ,1647,LGA,214,01/12/2004,4972,DCA,0,MON,12,N726MQ,0
800,19.0,MQ,1903,LGA,214,01/12/2004,4976,DCA,0,MON,12,N739MQ,0
801,8.0,UA,848,LGA,229,01/12/2004,846,IAD,0,MON,12,N562UA,0
802,6.0,US,628,LGA,214,01/12/2004,1479,DCA,0,MON,12,N721UW,0
803,7.0,US,657,LGA,214,01/12/2004,2160,DCA,0,MON,12,N762UW,1
804,8.0,US,758,LGA,214,01/12/2004,2162,DCA,0,MON,12,N722UW,0
805,9.0,US,857,LGA,214,01/12/2004,2164,DCA,0,MON,12,N708UW,0
806,10.0,US,955,LGA,214,01/12/2004,2166,DCA,0,MON,12,N724UW,0
807,11.0,US,1058,LGA,214,01/12/2004,2168,DCA,0,MON,12,N762UW,1
808,12.0,US,1156,LGA,214,01/12/2004,2170,DCA,0,MON,12,N722UW,0
809,13.0,US,1256,LGA,214,01/12/2004,2172,DCA,0,MON,12,N708UW,0
810,14.0,US,1358,LGA,214,01/12/2004,2174,DCA,0,MON,12,N724UW,0
811,15.0,US,1458,LGA,214,01/12/2004,2176,DCA,0,MON,12,N762UW,0
812,16.0,US,1559,LGA,214,01/12/2004,2178,DCA,0,MON,12,N722UW,0
813,17.0,US,1656,LGA,214,01/12/2004,2180,DCA,0,MON,12,N708UW,1
814,18.0,US,1756,LGA,214,01/12/2004,2182,DCA,0,MON,12,N724UW,0
815,19.0,US,1858,LGA,214,01/12/2004,2184,DCA,0,MON,12,N762UW,0
816,20.0,US,1958,LGA,214,01/12/2004,2186,DCA,0,MON,12,N722UW,0
817,21.0,US,2056,LGA,214,01/12/2004,2188,DCA,0,MON,12,N708UW,0
818,7.0,RU,656,EWR,169,01/12/2004,2703,BWI,0,MON,12,N16976,0
819,15.0,RU,1509,EWR,169,01/12/2004,2403,BWI,0,MON,12,N15926,1
820,17.0,RU,1720,EWR,169,01/12/2004,3372,BWI,0,MON,12,N12552,0
821,10.0,RU,1040,EWR,169,01/12/2004,2303,BWI,0,MON,12,N12540,0
822,7.0,CO,729,EWR,199,01/12/2004,806,DCA,0,MON,12,N32626,0
823,13.0,CO,1257,EWR,199,01/12/2004,808,DCA,0,MON,12,N23657,0
824,17.0,CO,1732,EWR,199,01/12/2004,814,DCA,0,MON,12,N61304,1
825,19.0,CO,1852,EWR,199,01/12/2004,816,DCA,0,MON,12,N15659,0
826,8.0,DH,831,EWR,213,01/12/2004,7299,IAD,0,MON,12,N664BR,0
827,17.0,DH,1710,EWR,213,01/12/2004,7302,IAD,0,MON,12,N695BR,0
828,12.0,DH,1359,EWR,213,01/12/2004,7303,IAD,0,MON,12,N695BR,1
829,21.0,DH,2112,EWR,213,01/12/2004,7304,IAD,0,MON,12,N333UE,0
830,6.0,DH,622,EWR,213,01/12/2004,7305,IAD,0,MON,12,N327UE,0
831,14.0,DH,1421,EWR,213,01/12/2004,7307,IAD,0,MON,12,N332UE,0
832,14.0,RU,1348,EWR,199,01/12/2004,2216,DCA,0,MON,12,N12540,0
833,9.0,RU,858,EWR,199,01/12/2004,2582,DCA,0,MON,12,N19554,0
834,15.0,RU,1519,EWR,199,01/12/2004,2261,DCA,0,MON,12,N16976,0
835,17.0,RU,1649,EWR,213,01/12/2004,2497,IAD,0,MON,12,N12567,0
836,19.0,RU,1857,EWR,213,01/12/2004,2385,IAD,0,MON,12,N16976,0
837,21.0,RU,2056,EWR,199,01/12/2004,2879,DCA,0,MON,12,N16927,0
838,13.0,RU,1253,EWR,213,01/12/2004,2692,IAD,0,MON,12,N17507,0
839,6.0,RU,651,EWR,199,01/12/2004,2761,DCA,0,MON,12,N21537,0
840,16.0,RU,1622,EWR,199,01/12/2004,2181,DCA,0,MON,12,N16963,0
841,7.0,RU,657,EWR,213,01/12/2004,2855,IAD,0,MON,12,N12996,0
842,15.0,RU,1456,EWR,213,01/12/2004,2156,IAD,0,MON,12,N41104,0
843,15.0,OH,1453,JFK,184,1/13/2004,5935,BWI,0,TUE,13,N967CA,0
844,16.0,DH,1639,JFK,213,1/13/2004,6155,DCA,0,TUE,13,N426FJ,0
845,12.0,DH,1238,LGA,229,1/13/2004,7208,IAD,0,TUE,13,N328UE,0
846,17.0,DH,1922,LGA,229,1/13/2004,7215,IAD,0,TUE,13,N642BR,1
847,21.0,DH,2124,LGA,229,1/13/2004,7684,IAD,0,TUE,13,N648BR,0
848,6.0,DH,655,LGA,229,1/13/2004,7790,IAD,0,TUE,13,N690BR,1
849,10.0,DH,1038,LGA,229,1/13/2004,7792,IAD,0,TUE,13,N690BR,0
850,8.0,DH,833,JFK,228,1/13/2004,7800,IAD,0,TUE,13,N628BR,0
851,12.0,DH,1236,JFK,228,1/13/2004,7806,IAD,0,TUE,13,N327UE,0
852,15.0,DH,1450,JFK,228,1/13/2004,7808,IAD,0,TUE,13,N316UE,0
853,16.0,DH,1640,JFK,228,1/13/2004,7810,IAD,0,TUE,13,N331UE,0
854,17.0,DH,1713,JFK,228,1/13/2004,7812,IAD,0,TUE,13,N330UE,0
855,21.0,DH,2125,JFK,228,1/13/2004,7814,IAD,0,TUE,13,N625BR,0
856,16.0,DH,1642,JFK,228,1/13/2004,7816,IAD,0,TUE,13,N328UE,1
857,15.0,DL,1453,JFK,213,1/13/2004,746,DCA,0,TUE,13,N904DE,0
858,6.0,DL,629,LGA,214,1/13/2004,1740,DCA,0,TUE,13,N223DZ,0
859,7.0,DL,729,LGA,214,1/13/2004,1742,DCA,0,TUE,13,N221DL,0
860,8.0,DL,831,LGA,214,1/13/2004,1744,DCA,0,TUE,13,N222DZ,0
861,9.0,DL,929,LGA,214,1/13/2004,1746,DCA,0,TUE,13,N224DA,0
862,10.0,DL,1029,LGA,214,1/13/2004,1748,DCA,0,TUE,13,N223DZ,0
863,11.0,DL,1128,LGA,214,1/13/2004,1750,DCA,0,TUE,13,N221DL,0
864,12.0,DL,1228,LGA,214,1/13/2004,1752,DCA,0,TUE,13,N222DZ,0
865,13.0,DL,1329,LGA,214,1/13/2004,1754,DCA,0,TUE,13,N224DA,0
866,14.0,DL,1429,LGA,214,1/13/2004,1756,DCA,0,TUE,13,N223DZ,0
867,15.0,DL,1529,LGA,214,1/13/2004,1758,DCA,0,TUE,13,N221DL,0
868,16.0,DL,1634,LGA,214,1/13/2004,1760,DCA,0,TUE,13,N222DZ,1
869,17.0,DL,1733,LGA,214,1/13/2004,1762,DCA,0,TUE,13,N224DA,0
870,18.0,DL,1830,LGA,214,1/13/2004,1764,DCA,0,TUE,13,N223DZ,0
871,19.0,DL,1930,LGA,214,1/13/2004,1766,DCA,0,TUE,13,N221DL,0
872,20.0,DL,2028,LGA,214,1/13/2004,1768,DCA,0,TUE,13,N222DZ,1
873,15.0,MQ,1516,JFK,213,1/13/2004,4752,DCA,0,TUE,13,N709MQ,0
874,6.0,MQ,553,JFK,213,1/13/2004,4760,DCA,0,TUE,13,N707MQ,0
875,18.0,MQ,1851,JFK,213,1/13/2004,4784,DCA,0,TUE,13,N700MQ,1
876,7.0,MQ,650,LGA,214,1/13/2004,4952,DCA,0,TUE,13,N715MQ,0
877,8.0,MQ,755,LGA,214,1/13/2004,4954,DCA,0,TUE,13,N724MQ,0
878,9.0,MQ,851,LGA,214,1/13/2004,4956,DCA,0,TUE,13,N709MQ,0
879,11.0,MQ,1050,LGA,214,1/13/2004,4960,DCA,0,TUE,13,N715MQ,0
880,13.0,MQ,1248,LGA,214,1/13/2004,4964,DCA,0,TUE,13,N736MQ,0
881,14.0,MQ,1401,LGA,214,1/13/2004,4966,DCA,0,TUE,13,N733MQ,0
882,15.0,MQ,1453,LGA,214,1/13/2004,4968,DCA,0,TUE,13,N704MQ,0
883,16.0,MQ,1700,LGA,214,1/13/2004,4970,DCA,0,TUE,13,N703MQ,1
884,17.0,MQ,1811,LGA,214,1/13/2004,4972,DCA,0,TUE,13,N727MQ,1
885,19.0,MQ,2007,LGA,214,1/13/2004,4976,DCA,0,TUE,13,N846MQ,1
886,8.0,UA,845,LGA,229,1/13/2004,846,IAD,0,TUE,13,N514UA,0
887,6.0,US,629,LGA,214,1/13/2004,1479,DCA,0,TUE,13,N730UW,0
888,7.0,US,658,LGA,214,1/13/2004,2160,DCA,0,TUE,13,N756UW,0
889,8.0,US,756,LGA,214,1/13/2004,2162,DCA,0,TUE,13,N741UW,0
890,9.0,US,857,LGA,214,1/13/2004,2164,DCA,0,TUE,13,N737UW,0
891,10.0,US,958,LGA,214,1/13/2004,2166,DCA,0,TUE,13,N722UW,0
892,11.0,US,1057,LGA,214,1/13/2004,2168,DCA,0,TUE,13,N756UW,0
893,12.0,US,1156,LGA,214,1/13/2004,2170,DCA,0,TUE,13,N741UW,0
894,13.0,US,1255,LGA,214,1/13/2004,2172,DCA,0,TUE,13,N737UW,0
895,14.0,US,1359,LGA,214,1/13/2004,2174,DCA,0,TUE,13,N722UW,0
896,15.0,US,1459,LGA,214,1/13/2004,2176,DCA,0,TUE,13,N756UW,0
